eafc_11274+fm_10243,0.0
tm_7494+fm_11642,0.0
fm_9478+eafc_1135,0.0
tm_2450+fm_10088+fm_11795+eafc_1913,0.0
tm_9693+eafc_1120,0.0
fm_16351+eafc_4209,0.0
fm_11349+eafc_1054,0.0
fm_14505+tm_6715,0.0
tm_4718+fm_9592,0.0
eafc_4171+fm_6253,0.0
tm_8882+fm_8956,0.0
eafc_1504+fm_14807+fm_11677,0.0
eafc_4155+fm_1807,0.0
eafc_4028+fm_6530,0.0
eafc_1237+fm_14348,0.0
