"tm_4377","eafc_3115","1.0"
"tm_3041","eafc_11448","1.0"
"tm_5699","eafc_11197","1.0"
"tm_9318","eafc_10803","1.0"
"tm_9265","eafc_3606","1.0"
"tm_1610","eafc_4686","1.0"
"tm_5193","eafc_8740","1.0"
"tm_5453","eafc_6410","1.0"
"tm_6671","eafc_8769","1.0"
"tm_5294","eafc_10456","1.0"
"tm_2594","eafc_1597","1.0"
"tm_1286","eafc_8796","1.0"
"tm_7118","eafc_1569","1.0"
"tm_7116","eafc_2696","1.0"
"tm_7111","eafc_7481","1.0"
"tm_3060","eafc_11526","1.0"
"tm_6959","eafc_6442","1.0"
"tm_5580","eafc_10299","1.0"
"tm_3272","eafc_11597","1.0"
"tm_5786","eafc_9110","1.0"
"tm_5217","eafc_8013","1.0"
"tm_2997","eafc_11662","1.0"
"tm_5125","eafc_1721","1.0"
"tm_1515","eafc_8105","1.0"
"tm_6708","eafc_9782","1.0"
"tm_6727","eafc_6746","1.0"
"tm_2598","eafc_4425","1.0"
"tm_2586","eafc_2238","1.0"
"tm_2589","eafc_5018","1.0"
"tm_2555","eafc_6435","1.0"
"tm_1210","eafc_5753","1.0"
"tm_2524","eafc_2497","1.0"
"tm_9945","eafc_7260","1.0"
"tm_10716","eafc_4383","1.0"
"tm_9932","eafc_5679","1.0"
"tm_3791","eafc_9099","1.0"
"tm_2492","eafc_8784","1.0"
"tm_2425","eafc_3547","1.0"
"tm_2410","eafc_2348","1.0"
"tm_9860","eafc_9118","1.0"
"tm_7225","eafc_1491","1.0"
"tm_7631","eafc_7446","1.0"
"tm_7630","eafc_10183","1.0"
"tm_10620","eafc_5979","1.0"
"tm_7504","eafc_5046","1.0"
"tm_2659","eafc_7885","1.0"
"tm_1313","eafc_10056","1.0"
"tm_2603","eafc_9493","1.0"
"tm_7474","eafc_8716","1.0"
"tm_6125","eafc_6447","1.0"
"tm_3435","eafc_8071","1.0"
"tm_3402","eafc_5238","1.0"
"tm_3403","eafc_5994","1.0"
"tm_8242","eafc_7199","1.0"
"tm_3366","eafc_3589","1.0"
"tm_3375","eafc_5632","1.0"
"tm_3335","eafc_3976","1.0"
"tm_5937","eafc_10081","1.0"
"tm_10353","eafc_5992","1.0"
"tm_9407","eafc_4415","1.0"
"tm_2379","eafc_3086","1.0"
"tm_3698","eafc_10300","1.0"
"tm_2369","eafc_6417","1.0"
"tm_2306","eafc_2356","1.0"
"tm_4946","eafc_9680","1.0"
"tm_8486","eafc_5176","1.0"
"tm_4919","eafc_2984","1.0"
"tm_8454","eafc_9154","1.0"
"tm_9762","eafc_3218","1.0"
"tm_2276","eafc_8085","1.0"
"tm_4888","eafc_3250","1.0"
"tm_4821","eafc_2212","1.0"
"tm_10188","eafc_1269","1.0"
"tm_3968","eafc_7121","1.0"
"tm_6968","eafc_8390","1.0"
"tm_9156","eafc_10780","1.0"
"tm_5595","eafc_8343","1.0"
"tm_1948","eafc_5500","1.0"
"tm_1915","eafc_7716","1.0"
"tm_5813","eafc_11015","1.0"
"tm_8099","eafc_5207","1.0"
"tm_8061","eafc_7269","1.0"
"tm_8074","eafc_11122","1.0"
"tm_9302","eafc_9816","1.0"
"tm_9327","eafc_5826","1.0"
"tm_4478","eafc_2286","1.0"
"tm_4469","eafc_10395","1.0"
"tm_5710","eafc_10845","1.0"
"tm_1625","eafc_3707","1.0"
"tm_1616","eafc_5316","1.0"
"tm_5189","eafc_3985","1.0"
"tm_7766","eafc_4741","1.0"
"tm_6444","eafc_3299","1.0"
"tm_2801","eafc_9711","1.0"
"tm_4133","eafc_6167","1.0"
"tm_6758","eafc_1286","1.0"
"tm_4058","eafc_5200","1.0"
"tm_4043","eafc_8583","1.0"
"tm_7919","eafc_5070","1.0"
"tm_1786","eafc_9563","1.0"
"tm_1793","eafc_1306","1.0"
"tm_1722","eafc_6208","1.0"
"tm_8735","eafc_4866","1.0"
"tm_8740","eafc_3014","1.0"
"tm_8704","eafc_3099","1.0"
"tm_6080","eafc_2315","1.0"
"tm_8686","eafc_1432","1.0"
"tm_8652","eafc_7210","1.0"
"tm_8682","eafc_10832","1.0"
"tm_8664","eafc_6032","1.0"
"tm_9965","eafc_8440","1.0"
"tm_8579","eafc_10548","1.0"
"tm_8526","eafc_2263","1.0"
"tm_8557","eafc_1007","1.0"
"tm_8547","eafc_3622","1.0"
"tm_10621","eafc_9667","1.0"
"tm_2730","eafc_8752","1.0"
"tm_8855","eafc_1991","1.0"
"tm_1330","eafc_4621","1.0"
"tm_6170","eafc_6044","1.0"
"tm_8770","eafc_9450","1.0"
"tm_2142","eafc_2955","1.0"
"tm_3479","eafc_6724","1.0"
"tm_10403","eafc_3398","1.0"
"tm_4620","eafc_3472","1.0"
"tm_8137","eafc_5746","1.0"
"tm_9433","eafc_3854","1.0"
"tm_9822","eafc_1272","1.0"
"tm_1024","eafc_5537","1.0"
"tm_3650","eafc_10543","1.0"
"tm_10211","eafc_9007","1.0"
"tm_8453","eafc_3349","1.0"
"tm_3574","eafc_9983","1.0"
"tm_10167","eafc_1091","1.0"
"tm_7083","eafc_7564","1.0"
"tm_10128","eafc_2922","1.0"
"tm_8334","eafc_7391","1.0"
"tm_5586","eafc_7357","1.0"
"tm_8270","eafc_2562","1.0"
"tm_9154","eafc_11042","1.0"
"tm_10023","eafc_9908","1.0"
"tm_9105","eafc_9329","1.0"
"tm_9117","eafc_6184","1.0"
"tm_5592","eafc_5035","1.0"
"tm_5830","eafc_8953","1.0"
"tm_9355","eafc_2881","1.0"
"tm_6546","eafc_2753","1.0"
"tm_1612","eafc_6093","1.0"
"tm_6352","eafc_7087","1.0"
"tm_4102","eafc_4659","1.0"
"tm_1775","eafc_7034","1.0"
"tm_8738","eafc_3939","1.0"
"tm_8733","eafc_1686","1.0"
"tm_8708","eafc_3335","1.0"
"tm_6038","eafc_7991","1.0"
"tm_10713","eafc_4796","1.0"
"tm_2462","eafc_3083","1.0"
"tm_2485","eafc_6933","1.0"
"tm_1123","eafc_2388","1.0"
"tm_7234","eafc_1354","1.0"
"tm_9899","eafc_5166","1.0"
"tm_8539","eafc_10701","1.0"
"tm_6340","eafc_7661","1.0"
"tm_6325","eafc_1100","1.0"
"tm_8872","eafc_3664","1.0"
"tm_6219","eafc_1048","1.0"
"tm_6218","eafc_2135","1.0"
"tm_8809","eafc_2768","1.0"
"tm_8822","eafc_7157","1.0"
"tm_1309","eafc_3259","1.0"
"tm_8232","eafc_1171","1.0"
"tm_4645","eafc_5083","1.0"
"tm_5907","eafc_3822","1.0"
"tm_8133","eafc_6670","1.0"
"tm_4997","eafc_6519","1.0"
"tm_8426","eafc_10883","1.0"
"tm_2205","eafc_8546","1.0"
"tm_10155","eafc_4601","1.0"
"tm_8301","eafc_10658","1.0"
"tm_5638","eafc_9309","1.0"
"tm_9135","eafc_6048","1.0"
"tm_6807","eafc_5930","1.0"
"tm_9036","eafc_1980","1.0"
"tm_5893","eafc_3937","1.0"
"tm_4589","eafc_4958","1.0"
