"tm_2854","fm_10298","1.0"
"tm_2817","fm_10259","1.0"
"tm_4569","fm_2345","1.0"
"tm_5478","fm_14347","1.0"
"tm_6193","fm_6815","1.0"
"tm_2183","fm_1307","1.0"
"tm_6286","fm_6900","1.0"
"tm_5803","fm_17206","1.0"
"tm_2907","fm_10343","1.0"
"tm_5969","fm_2336","1.0"
"tm_9877","fm_12044","1.0"
"tm_9956","fm_12122","1.0"
"tm_5870","fm_17266","1.0"
"tm_3865","fm_4129","1.0"
"tm_10447","fm_3604","1.0"
"tm_2927","fm_10360","1.0"
"tm_1095","fm_1643","1.0"
"tm_6953","fm_14406","1.0"
"tm_3554","fm_2738","1.0"
"tm_9201","fm_14290","1.0"
"tm_5479","fm_14368","1.0"
"tm_1187","fm_1743","1.0"
"tm_5782","fm_14682","1.0"
"tm_4117","fm_3378","1.0"
"tm_3618","fm_2837","1.0"
"tm_6604","fm_18048","1.0"
"tm_6641","fm_15549","1.0"
"tm_6767","fm_15681","1.0"
"tm_7916","fm_1852","1.0"
"tm_1786","fm_3416","1.0"
"tm_2726","fm_5876","1.0"
"tm_9932","fm_12121","1.0"
"tm_3751","fm_4018","0.8"
"tm_5761","fm_14609","1.0"
"tm_5521","fm_14405","1.0"
"tm_2886","fm_10290","1.0"
"tm_5569","fm_14449","1.0"
"tm_2918","fm_10344","1.0"
"tm_2613","fm_10038","1.0"
"tm_7068","fm_12080","1.0"
"tm_9980","fm_12167","1.0"
"tm_9894","fm_12076","0.7333333333333334"
"tm_6098","fm_6748","1.0"
"tm_9863","fm_12020","0.8"
"tm_6810","fm_15734","1.0"
"tm_2829","fm_10223","1.0"
"tm_8874","fm_6720","1.0"
"tm_6712","fm_14218","1.0"
"tm_8873","fm_6722","0.8"
"tm_1953","fm_3602","1.0"
"tm_2934","fm_10336","1.0"
"tm_5487","fm_14316","1.0"
"tm_2949","fm_10346","1.0"
"tm_3970","fm_4261","1.0"
"tm_3723","fm_4010","1.0"
"tm_2823","fm_10216","1.0"
"tm_7150","fm_6413","1.0"
"tm_9888","fm_12012","1.0"
"tm_6689","fm_14195","1.0"
"tm_5776","fm_14616","1.0"
"tm_6679","fm_14193","1.0"
"tm_4288","fm_2091","1.0"
"tm_2099","fm_1263","1.0"
"tm_3702","fm_2935","1.0"
"tm_6843","fm_14334","1.0"
"tm_1781","fm_4885","1.0"
"tm_3528","fm_2776","1.0"
"tm_1090","fm_1691","1.0"
"tm_6996","fm_14477","1.0"
"tm_8554","fm_16067","1.0"
"tm_5111","fm_16856","1.0"
"tm_1181","fm_1700","1.0"
"tm_2820","fm_10230","1.0"
"tm_5648","fm_15961","1.0"
"tm_4102","fm_3332","1.0"
"tm_4328","fm_14677","1.0"
"tm_2822","fm_10224","1.0"
"tm_6846","fm_14359","1.0"
"tm_6707","fm_14236","1.0"
"tm_2128","fm_1304","1.0"
"tm_6667","fm_14188","1.0"
"tm_7542","fm_15056","1.0"
"tm_9449","fm_14454","1.0"
"tm_10731","fm_2504","1.0"
"tm_9291","fm_15730","1.0"
"tm_2401","fm_9446","1.0"
"tm_4030","fm_14398","1.0"
"tm_6702","fm_14249","1.0"
"tm_2104","fm_1312","0.7333333333333334"
"tm_3858","fm_4190","0.8"
"tm_7855","fm_4249","1.0"
"tm_10721","fm_3972","1.0"
"tm_10469","fm_2233","1.0"
"tm_5932","fm_14889","1.0"
"tm_1777","fm_3455","1.0"
"tm_9303","fm_15795","1.0"
"tm_1022","fm_1636","1.0"
"tm_8856","fm_6736","1.0"
"tm_10722","fm_2508","1.0"
"tm_8964","fm_6841","1.0"
"tm_6618","fm_14179","1.0"
"tm_10399","fm_2168","1.0"
"tm_2891","fm_10260","1.0"
"tm_9282","fm_15721","1.0"
"tm_6243","fm_6968","1.0"
"tm_9119","fm_7031","1.0"
"tm_6237","fm_6935","1.0"
"tm_3142","fm_10946","1.0"
"tm_3141","fm_10949","1.0"
"tm_1766","fm_3431","1.0"
"tm_1044","fm_1645","1.0"
"tm_6719","fm_14285","1.0"
"tm_6229","fm_8009","1.0"
"tm_5986","fm_6286","1.0"
"tm_2078","fm_1296","1.0"
"tm_4364","fm_3546","1.0"
"tm_5174","fm_15452","1.0"
"tm_5274","fm_16975","1.0"
"tm_6709","fm_14268","1.0"
"tm_3713","fm_2973","1.0"
"tm_6632","fm_14167","1.0"
"tm_10631","fm_3847","1.0"
"tm_3695","fm_2818","1.0"
"tm_3580","fm_5200","1.0"
"tm_4909","fm_16322","0.8"
"tm_7061","fm_12090","1.0"
"tm_5191","fm_15415","1.0"
"tm_7965","fm_1804","1.0"
"tm_9204","fm_15697","1.0"
"tm_8823","fm_6740","1.0"
"tm_8984","fm_6840","1.0"
"tm_10826","fm_2607","1.0"
"tm_8828","fm_6746","0.7333333333333334"
"tm_2873","fm_10214","1.0"
"tm_2096","fm_1281","1.0"
"tm_8914","fm_6830","1.0"
"tm_10857","fm_2659","1.0"
"tm_2804","fm_3118","1.0"
"tm_4855","fm_6509","1.0"
"tm_5862","fm_3658","1.0"
"tm_3874","fm_4166","1.0"
"tm_3866","fm_4156","1.0"
"tm_6876","fm_14378","1.0"
"tm_1053","fm_1631","1.0"
"tm_9350","fm_14324","1.0"
"tm_9361","fm_15850","1.0"
"tm_8915","fm_6842","1.0"
"tm_3745","fm_2988","1.0"
"tm_2853","fm_10247","1.0"
"tm_5481","fm_14384","1.0"
"tm_3101","fm_10913","1.0"
"tm_4340","fm_3550","1.0"
"tm_1749","fm_3489","1.0"
"tm_9778","fm_6217","1.0"
"tm_5133","fm_16892","1.0"
"tm_5143","fm_15451","1.0"
"tm_10377","fm_3578","1.0"
"tm_2868","fm_10240","1.0"
"tm_2878","fm_10278","1.0"
"tm_8907","fm_6760","1.0"
"tm_7456","fm_12421","1.0"
"tm_8426","fm_17317","1.0"
"tm_2830","fm_10292","1.0"
"tm_8911","fm_6862","1.0"
"tm_9335","fm_15796","1.0"
"tm_9473","fm_15893","1.0"
"tm_6298","fm_9451","1.0"
"tm_3892","fm_4151","1.0"
"tm_6898","fm_14385","1.0"
"tm_9266","fm_15735","1.0"
"tm_8954","fm_6828","1.0"
"tm_9138","fm_7083","1.0"
"tm_6787","fm_14235","1.0"
"tm_6258","fm_6972","1.0"
"tm_5719","fm_3566","0.8"
"tm_7604","fm_2911","1.0"
"tm_9372","fm_15880","1.0"
"tm_1007","fm_1580","1.0"
"tm_1059","fm_1660","1.0"
"tm_2864","fm_10266","1.0"
"tm_2885","fm_10245","1.0"
"tm_2702","fm_5861","1.0"
"tm_10489","fm_2279","1.0"
"tm_6620","fm_14143","1.0"
"tm_7976","fm_5760","1.0"
"tm_9341","fm_15741","1.0"
"tm_6627","fm_11597","1.0"
"tm_10169","fm_13039","1.0"
"tm_9541","fm_15941","1.0"
"tm_10761","fm_16057","1.0"
"tm_9896","fm_3797","1.0"
"tm_10110","fm_11935","1.0"
"tm_9457","fm_15863","1.0"
"tm_1726","fm_3371","1.0"
"tm_2890","fm_10304","1.0"
"tm_5399","fm_7040","1.0"
"tm_10141","fm_11971","1.0"
"tm_1717","fm_3341","1.0"
"tm_8646","fm_6599","1.0"
"tm_9410","fm_15822","1.0"
"tm_10100","fm_11931","1.0"
"tm_1837","fm_3486","1.0"
"tm_9518","fm_15933","1.0"
"tm_8140","fm_15976","1.0"
"tm_1819","fm_3438","1.0"
"tm_10266","fm_13159","1.0"
